ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	gene_ratio_num	bg_ratio_num	fold_enrichment	log2_fold_enrichment	target
C0544886	Somatic mutation	14/509	149/16946	0.0939597315436242	3.12817605253095	4.59148558544557	0.000162087525777132	0.35556427785626	0.35556427785626	MLF1/HMGA2/RB1/BCR/CYP2A6/CREB1/CALR/PHB1/TSC2/CBFB/TET2/FLCN/LPP/PDCD10	14	0.0275049115913556	0.00879263543019002	3.12817605253095	1.64532170924564	Other / unclassified
C0266463	Lissencephaly	9/509	70/16946	0.128571428571429	4.28049396575919	4.83973859498362	0.000236594317849304	0.35556427785626	0.35556427785626	DISC1/MPDZ/TUBG1/CTNNA2/CRK/TSC2/YWHAE/BLTP1/TUBB2B	9	0.0176817288801572	0.00413076832290806	4.28049396575919	2.09777729214754	Other / unclassified
C0012243	Digestive System Neoplasms	4/509	11/16946	0.363636363636364	12.106447579925	6.48406430753732	0.000224380433569278	0.35556427785626	0.35556427785626	HMGB3/TYMS/HMGB2/MACC1	4	0.00785854616895874	0.000649120736456981	12.106447579925	3.5977036890129	Other / unclassified
C1408507	Supranuclear ophthalmoplegia	3/509	5/16946	0.6	19.9756385068762	7.46758680084134	0.000257515319830715	0.35556427785626	0.35556427785626	ATXN3/ATXN7/ATXN1	3	0.00589390962671906	0.000295054880207719	19.9756385068762	4.32016971348399	Other / unclassified
C1842083	Abnormality of the ribs	8/509	69/16946	0.115942028985507	3.86002676461376	4.18904878099046	0.00104991237867742	0.68683164248812	0.68683164248812	CDC45/BANF1/SEC24D/P4HB/PTCH1/CDC6/DACT1/ORC6	8	0.0157170923379175	0.00407175734686652	3.86002676461376	1.94861085087203	Other / unclassified
C0265535	Trigonocephaly	7/509	52/16946	0.134615384615385	4.48171376756838	4.42483307618048	0.000878263827125154	0.68683164248812	0.68683164248812	ARHGEF9/SMAD6/RB1/PTCH1/C2CD3/KLHL7/FLCN	7	0.0137524557956778	0.00306857075416027	4.48171376756838	2.16405051156671	Other / unclassified
C0334520	Teratoma, Malignant	5/509	24/16946	0.208333333333333	6.93598559266536	5.12083772778236	0.000634670123112135	0.68683164248812	0.68683164248812	HMGA2/ENO2/TSC2/KPNA2/BAX	5	0.00982318271119843	0.00141626342499705	6.93598559266536	2.7941009018164	Other / unclassified
C1846707	SPINOCEREBELLAR ATAXIA 17	5/509	27/16946	0.185185185185185	6.16532052681365	4.72672366584552	0.00111922592474979	0.68683164248812	0.68683164248812	ATXN7/P4HB/HMGB1/PDIA3/JPH3	5	0.00982318271119843	0.00159329635312168	6.16532052681365	2.62417590037409	Other / unclassified
C0338573	Cerebral venous sinus thrombosis	4/509	15/16946	0.266666666666667	8.87806155861166	5.37145689422435	0.000843400989104043	0.68683164248812	0.68683164248812	HMGB1/CBS/FLCN/MUC16	4	0.00785854616895874	0.000885164640623156	8.87806155861166	3.15024471204168	Other / unclassified
C0037293	Skin tag	4/509	17/16946	0.235294117647059	7.83358372818676	4.96050313378907	0.0014020342238353	0.703948638022034	0.703948638022034	FGF3/TSC2/PTCH1/FLCN	4	0.00785854616895874	0.00100318659270624	7.83358372818676	2.96967246639986	Other / unclassified
C0795907	CONOTRUNCAL ANOMALY FACE SYNDROME	4/509	17/16946	0.235294117647059	7.83358372818676	4.96050313378907	0.0014020342238353	0.703948638022034	0.703948638022034	CRKL/SEC24C/DGCR6/ESS2	4	0.00785854616895874	0.00100318659270624	7.83358372818676	2.96967246639986	Other / unclassified
C0205698	Undifferentiated carcinoma	18/509	273/16946	0.0659340659340659	2.19512511064574	3.50312972477577	0.00157777034756378	0.726168802466231	0.726168802466231	HMGA2/TLE4/TYMS/RB1/ANXA4/PCNA/MIF/FOSL1/PHB1/SERPINB5/VHL/EMD/PTCH1/RCN1/TET2/MUC16/TUBB2B/ANGPTL4	18	0.0353634577603143	0.0161099964593414	2.19512511064574	1.13430316817266	Other / unclassified
C1737261	Acute myeloid leukaemia progression	3/509	9/16946	0.333333333333333	11.0975769482646	5.33198086909229	0.00197668471284124	0.839786897617089	0.839786897617088	HMGA2/HMGB1/TET2	3	0.00589390962671906	0.000531098784373894	11.0975769482646	3.47217280692904	Other / unclassified
C0235946	Cerebral atrophy	21/509	445/16946	0.0471910112359551	1.57111763537229	2.14841830667892	0.0282306334743622	0.875168336023903	0.875168336023903	WDR73/PPT1/NECAP1/ATXN3/AGPS/ATXN7/PQBP1/DHFR/P4HB/CRYGD/ENO2/GCA/ATXN1/LAGE3/FBXO31/NHLRC2/NAXE/LINS1/NRGN/LMAN2L/CD2AP	21	0.0412573673870334	0.026259884338487	1.57111763537229	0.651791204575199	Other / unclassified
C0036857	Severe intellectual disability	20/509	421/16946	0.0475059382422803	1.58160241542963	2.12649769119194	0.0298765459011946	0.875168336023903	0.875168336023903	WDR73/PPT1/PLEKHG2/UQCRQ/ARHGEF9/PQBP1/CYB5A/CSTB/RB1/CTNNA2/TSC2/PHC1/SOS1/PTCH1/C2CD3/EPC2/FBXO31/KLHL7/LINS1/LMAN2L	20	0.0392927308447937	0.0248436209134899	1.58160241542963	0.661386979471165	Other / unclassified
C0239234	Low set ears	20/509	486/16946	0.0411522633744856	1.37007122818081	1.45665579460379	0.097058044083684	0.875168336023903	0.875168336023903	WDR73/CDC45/FHL1/CCNK/RB1/NEB/IREB2/DHPS/SEC24C/YWHAE/PTCH1/BLTP1/C2CD3/NXN/PACS1/KLHL7/SPART/CDC6/PRR12/ORC6	20	0.0392927308447937	0.0286793343561903	1.37007122818081	0.45425089893178	Other / unclassified
C0234985	Mental deterioration	20/509	491/16946	0.0407331975560081	1.35611938267999	1.40914542439993	0.10458795721001	0.875168336023903	0.875168336023903	NECAP1/AGPS/STXBP3/ATXN7/PQBP1/PNP/CAT/CSTB/P4HB/ENO2/HMGB1/MIF/CREB1/CALR/CBS/CRK/FHL5/WWC1/NRGN/SFXN1	20	0.0392927308447937	0.028974389236398	1.35611938267999	0.439484188222868	Other / unclassified
C4277682	Chemical and Drug Induced Liver Injury	19/509	333/16946	0.0570570570570571	1.89958524339664	2.91748617768522	0.00586818701140488	0.875168336023903	0.875168336023903	TPD52/SRP72/DHFR/PNP/CAT/PYGL/P4HB/ANXA6/HMGB1/CYP2A6/SHC1/S100A11/PGM1/SESN2/BAX/GGH/BAD/OCIAD1/CABP1	19	0.037328094302554	0.0196506550218341	1.89958524339664	0.925684454022522	Other / unclassified
C0494463	Alzheimer Disease, Late Onset	19/509	371/16946	0.0512129380053908	1.70501856078458	2.41617917656179	0.0171236599723809	0.875168336023903	0.875168336023903	FERMT2/DISC1/AGPS/CAT/CSTB/TYMS/CTNNA2/ATXN1/TPI1/BAX/IL16/FHL5/PLD3/WWC1/MSRB3/NCSTN/NRGN/SDF4/CD2AP	19	0.037328094302554	0.0218930721114127	1.70501856078458	0.769787444472981	Other / unclassified
C0520947	Clumsiness - motor delay	19/509	377/16946	0.0503978779840849	1.67788298687289	2.34231694741139	0.0198799419002695	0.875168336023903	0.875168336023903	WDR73/TUBGCP5/MPDZ/ATXN7/PNP/CAT/P4HB/NEB/PTCH1/FBXO31/SPART/LINS1/BICD2/CDC6/TUBB2B/PRX/HYCC1/NIF3L1/LMAN2L	19	0.037328094302554	0.022247137967662	1.67788298687289	0.74664210782512	Other / unclassified
C0018790	Cardiac Arrest	18/509	385/16946	0.0467532467532468	1.55654326027607	1.94381269502215	0.0432437083785788	0.875168336023903	0.875168336023903	ATXN3/ATXN7/ZNRD2/NOS1AP/LUC7L3/CAT/CSTB/ANXA6/ENO2/HMGB1/CALR/CBS/VHL/CRK/ATXN1/BAX/IL27/ANGPTL4	18	0.0353634577603143	0.0227192257759943	1.55654326027607	0.638345673510247	Other / unclassified
C0423110	Downward slant of palpebral fissure	18/509	388/16946	0.0463917525773196	1.54450813197497	1.90934625612799	0.0460144701752291	0.875168336023903	0.875168336023903	FHL1/NECAP1/MPDZ/FIBP/SEC24D/P4HB/FGF3/SEC24C/YWHAE/SOS1/PTCH1/NXN/PACS1/BBS7/KLHL7/SPART/FLCN/ORC6	18	0.0353634577603143	0.022896258704119	1.54450813197497	0.627147466905383	Other / unclassified
C4721532	Lymphoma, Non-Hodgkin, Familial	18/509	413/16946	0.0435835351089588	1.45101490364718	1.63289585411581	0.0741706207384987	0.875168336023903	0.875168336023903	PLEKHG2/ZNRD2/SH2D1A/CAT/TYMS/RB1/ANXA5/HMGB1/BCR/PCNA/CBS/TXLNA/CRK/BLM/BAX/MTAP/LRRC41/CDC6	18	0.0353634577603143	0.0243715331051576	1.45101490364718	0.537062337673065	Other / unclassified
C0007113	Rectal Carcinoma	18/509	428/16946	0.0420560747663551	1.40016157758478	1.47552625073846	0.0956847213757076	0.875168336023903	0.875168336023903	ZNRD2/STC2/TYMS/HMGB1/CYP2A6/CALR/DEK/SERPINB5/CRK/TSC2/EMD/BLM/SESN2/PMS2CL/MACC1/TXNDC5/GGH/THSD7A	18	0.0353634577603143	0.0252566977457807	1.40016157758478	0.485593322691364	Other / unclassified
C0235782	Gallbladder Carcinoma	18/509	430/16946	0.0418604651162791	1.39364919815416	1.45498850424317	0.0988251880223156	0.875168336023903	0.875168336023903	BBC3/TPD52/HMGA2/ZNRD2/TYMS/ANXA5/MYBL2/FGF3/PCNA/MIF/PHB1/SERPINB5/KPNA2/MACC1/MUC16/LPP/AKT1S1/CDC6	18	0.0353634577603143	0.0253747196978638	1.39364919815416	0.47886745950305	Other / unclassified
C0004943	Behcet Syndrome	18/509	469/16946	0.0383795309168444	1.27775939276394	1.07345663507	0.172806386715381	0.875168336023903	0.875168336023903	ARHGEF5/DISC1/CLEC16A/CAT/TYMS/P4HB/ANXA5/HMGB1/MIF/CALR/ETFB/TPI1/YWHAE/BLTP1/TET2/WWC1/IL27/CPVL	18	0.0353634577603143	0.027676147763484	1.27775939276394	0.353616196577134	Other / unclassified
C0238198	Gastrointestinal Stromal Tumors	18/509	481/16946	0.0374220374220374	1.24588181955569	0.962690063298146	0.200213014761846	0.875168336023903	0.875168336023903	TULP3/CIC/PDCD5/ZNRD2/CA11/RB1/ANXA5/HMGB1/BCR/FGF3/PCNA/VHL/MTAP/MTA1/PTCH1/RTN1/C2CD3/DACT1	18	0.0353634577603143	0.0283842794759825	1.24588181955569	0.317167225322469	Other / unclassified
C0206708	Cervical Intraepithelial Neoplasia	17/509	362/16946	0.0469613259668508	1.56347078552899	1.90699451912592	0.0468694217310077	0.875168336023903	0.875168336023903	HMGA2/LGALS9/SASH1/CAT/RB1/HMGB1/MYBL2/PCNA/CALR/PDIA3/S100A11/VHL/BAX/PTCH1/CDC6/ANGPTL4/CPVL	17	0.0333988212180747	0.0213619733270388	1.56347078552899	0.644752261817333	Other / unclassified
C1854301	Motor delay	17/509	372/16946	0.0456989247311828	1.52144200097176	1.7895021006889	0.0575730537327821	0.875168336023903	0.875168336023903	WDR73/MPDZ/ATXN7/PNP/CSTB/NEB/PTCH1/FBXO31/SPART/LINS1/BICD2/CDC6/TUBB2B/PRX/HYCC1/LMAN2L/PRR12	17	0.0333988212180747	0.0219520830874543	1.52144200097176	0.605439337792506	Other / unclassified
C0345967	Malignant mesothelioma	17/509	396/16946	0.0429292929292929	1.42923339485226	1.52093445101593	0.0898587061683702	0.875168336023903	0.875168336023903	LGALS9/ZNRD2/FGF18/FTH1/TYMS/HMGB1/ANXA4/MIF/CREB1/VHL/BST1/MTAP/PTCH1/WWC1/MUC16/SAV1/METRN	17	0.0333988212180747	0.0233683465124513	1.42923339485226	0.515241528820928	Other / unclassified
C0280324	Laryngeal Squamous Cell Carcinoma	17/509	402/16946	0.0422885572139304	1.40790155313804	1.45652024317326	0.0994498717443783	0.875168336023903	0.875168336023903	HMGA2/PDCD5/ZNRD2/STC2/CAVIN2/ANXA5/FGF3/PCNA/S100A11/CRKL/BAX/MTAP/MTA1/TXNDC5/SH3GL2/ECT2/BCL2L12	17	0.0333988212180747	0.0237224123687006	1.40790155313804	0.493546457721609	Other / unclassified
C0860207	Drug-Induced Liver Disease	17/509	409/16946	0.0415647921760391	1.38380543853666	1.38265177462075	0.111421889594898	0.875168336023903	0.875168336023903	SRP72/DHFR/PNP/CAT/PYGL/P4HB/ANXA6/HMGB1/CYP2A6/SHC1/S100A11/PGM1/SESN2/BAX/GGH/FRMD8/OCIAD1	17	0.0333988212180747	0.0241354892009914	1.38380543853666	0.468641115958789	Other / unclassified
C0013421	Dystonia	17/509	434/16946	0.0391705069124424	1.30409314369008	1.12932788904831	0.160974128775401	0.875168336023903	0.875168336023903	WDR73/ATXN3/PLEKHG2/UQCRQ/ATXN7/CSTB/GPI/IREB2/EMD/ATXN1/TPI1/FBXO31/NHLRC2/LINS1/JPH3/NIF3L1/LMAN2L	17	0.0333988212180747	0.02561076360203	1.30409314369008	0.383046916456059	Other / unclassified
C4553743	Spasticity, CTCAE	17/509	466/16946	0.036480686695279	1.21454168317917	0.826407858591349	0.238669102816517	0.875168336023903	0.875168336023903	WDR73/PPT1/NECAP1/ATXN3/ATXN7/PQBP1/PFN1/IREB2/DHPS/ANXA11/ATXN1/TPI1/LAGE3/FBXO31/LINS1/LMAN2L/TELO2	17	0.0333988212180747	0.0274991148353594	1.21454168317917	0.280412004246258	Other / unclassified
